ts,voltage,capacity
1576225695.0111284,4.1775,98.92578125
1576225705.0225174,4.15125,98.92578125
1576225715.033921,4.15,98.765625
1576225725.0452943,4.14125,98.765625
1576225735.0565681,4.1475,98.765625
1576225745.067867,4.145,98.765625
1576225755.0778565,4.1325,98.765625
1576225765.0891385,4.145,98.765625
1576225775.1005437,4.145,98.765625
1576225785.1119347,4.14375,98.609375
1576225795.1233487,4.1425,98.609375
1576225805.1347306,4.13875,98.609375
1576225815.1460228,4.14125,98.609375
1576225825.1477823,4.14,98.609375
1576225835.1590765,4.14,98.609375
1576225845.16793,4.14,98.44921875
1576225855.1793442,4.13875,98.44921875
1576225865.1907444,4.13875,98.44921875
1576225875.2021468,4.1375,98.44921875
1576225885.2135267,4.135,98.44921875
1576225895.2248366,4.135,98.29296875
1576225905.236247,4.135,98.29296875
1576225915.2378664,4.125,98.29296875
1576225925.2491734,4.1325,98.29296875
1576225935.2578464,4.135,98.29296875
1576225945.2692556,4.13375,98.29296875
1576225955.280668,4.1325,98.1328125
1576225965.292061,4.13125,98.1328125
1576225975.303469,4.1325,98.1328125
1576225985.3148534,4.13,98.1328125
1576225995.3261535,4.13125,98.1328125
1576226005.3375545,4.13,97.9765625
1576226015.348959,4.13,97.9765625
1576226025.3603692,4.12875,97.9765625
1576226035.3717692,4.13,97.9765625
1576226045.3779087,4.1275,97.9765625
1576226055.3893259,4.12875,97.81640625
1576226065.4007256,4.1725,97.81640625
1576226075.4121335,4.16,97.81640625
1576226085.423447,4.13125,97.81640625
1576226095.4348688,4.1275,97.81640625
1576226105.4462645,4.12875,97.81640625
1576226115.4576762,4.1475,97.81640625
1576226125.4691372,4.17125,97.81640625
1576226135.4778543,4.13,97.81640625
1576226145.4892354,4.12875,97.66015625
1576226155.4978511,4.1275,97.66015625
1576226165.5093076,4.12375,97.66015625
1576226175.5207021,4.12625,97.66015625
1576226185.5321064,4.12375,97.66015625
1576226195.5435095,4.125,97.5
1576226205.5549338,4.1225,97.5
1576226215.5663457,4.125,97.5
1576226225.5777678,4.1225,97.5
1576226235.5890834,4.11,97.34375
1576226245.597909,4.1225,97.34375
1576226255.6095085,4.1225,97.34375
1576226265.620912,4.1225,97.34375
1576226275.6322973,4.12125,97.34375
1576226285.6436977,4.12125,97.18359375
1576226295.6550925,4.11875,97.18359375
1576226305.6664977,4.12,97.18359375
1576226315.677879,4.12,97.18359375
1576226325.6891868,4.12,97.18359375
1576226335.7006114,4.12,97.02734375
1576226345.7120693,4.11875,97.02734375
1576226355.7234724,4.1175,97.02734375
1576226365.7348876,4.115,97.02734375
1576226375.7462773,4.1175,96.8671875
1576226385.7576592,4.115,96.8671875
1576226395.7678487,4.10375,96.8671875
1576226405.7791204,4.11625,96.8671875
1576226415.7904272,4.1425,96.8671875
1576226425.80183,4.1175,96.7109375
1576226435.8132532,4.115,96.7109375
1576226445.8246498,4.115,96.7109375
1576226455.8360438,4.115,96.7109375
1576226465.8474426,4.115,96.7109375
1576226475.8588448,4.115,96.55078125
1576226485.870233,4.11375,96.55078125
1576226495.8778257,4.11125,96.55078125
1576226505.889213,4.1125,96.55078125
1576226515.8977904,4.11125,96.39453125
1576226525.9090912,4.1125,96.39453125
1576226535.9179256,4.1125,96.39453125
1576226545.9293263,4.11125,96.39453125
1576226555.9407403,4.0975,96.39453125
1576226565.9520476,4.11,96.234375
1576226575.9634361,4.11,96.234375
1576226585.9748213,4.1075,96.234375
1576226595.9778345,4.11,96.234375
1576226605.9892411,4.11,96.078125
1576226616.0006397,4.1075,96.078125
1576226626.007824,4.1075,96.078125
1576226636.0191946,4.1075,96.078125
1576226646.0305877,4.1075,95.91796875
1576226656.0419817,4.105,95.91796875
1576226666.053365,4.1075,95.91796875
1576226676.064751,4.1075,95.91796875
1576226686.0761414,4.10625,95.76171875
1576226696.0875316,4.105,95.76171875
1576226706.0989163,4.105,95.76171875
1576226716.1078527,4.09,95.76171875
1576226726.1191626,4.105,95.76171875
1576226736.1278918,4.105,95.6015625
1576226746.139406,4.1025,95.6015625
1576226756.1508064,4.1025,95.6015625
1576226766.1622066,4.10375,95.6015625
1576226776.1735969,4.10375,95.4453125
1576226786.184961,4.1,95.4453125
1576226796.1962464,4.1025,95.4453125
1576226806.207648,4.1025,95.4453125
1576226816.2190952,4.1025,95.28515625
1576226826.2278385,4.1025,95.28515625
1576226836.2392194,4.1025,95.28515625
1576226846.2506073,4.1,95.28515625
1576226856.2620044,4.1,95.12890625
1576226866.273398,4.10125,95.12890625
1576226876.2847986,4.085,95.12890625
1576226886.2961009,4.1,95.12890625
1576226896.307499,4.1,95.12890625
1576226906.3188903,4.0975,94.96875
1576226916.330279,4.0975,94.96875
1576226926.3416755,4.0975,94.96875
1576226936.34789,4.09875,94.96875
1576226946.3593245,4.09875,94.8125
1576226956.3707137,4.0975,94.8125
1576226966.3820982,4.0975,94.8125
1576226976.393488,4.0975,94.8125
1576226986.4048486,4.09375,94.65234375
1576226996.416145,4.0975,94.65234375
1576227006.4275424,4.095,94.65234375
1576227016.438935,4.095,94.65234375
1576227026.4479403,4.09625,94.49609375
1576227036.4578485,4.0825,94.49609375
1576227046.469156,4.095,94.49609375
1576227056.4805465,4.095,94.49609375
1576227066.4919329,4.095,94.49609375
1576227076.5033238,4.0925,94.3359375
1576227086.5147095,4.095,94.3359375
1576227096.5261042,4.095,94.3359375
1576227106.5375092,4.0925,94.3359375
1576227116.5478394,4.09375,94.1796875
1576227126.5592258,4.09125,94.1796875
1576227136.57062,4.0925,94.1796875
1576227146.5820067,4.0925,94.1796875
1576227156.5933998,4.0925,94.01953125
1576227166.604767,4.09,94.01953125
1576227176.6160536,4.0925,94.01953125
1576227186.6178117,4.09,94.01953125
1576227196.6292186,4.0775,93.86328125
1576227206.6377845,4.09,93.86328125
1576227216.6490679,4.09125,93.86328125
1576227226.657874,4.09125,93.86328125
1576227236.6692958,4.09,93.86328125
1576227246.680685,4.09,93.703125
1576227256.692076,4.09,93.703125
1576227266.7034585,4.09,93.703125
1576227276.7148447,4.0875,93.703125
1576227286.7262287,4.09,93.546875
1576227296.7278206,4.0875,93.546875
1576227306.7392228,4.09,93.546875
1576227316.747862,4.08875,93.546875
1576227326.7592673,4.08875,93.38671875
1576227336.7706673,4.08875,93.38671875
1576227346.782074,4.0875,93.38671875
1576227356.7881076,4.075,93.38671875
1576227366.799468,4.085,93.38671875
1576227376.8108633,4.0875,93.23046875
1576227386.8222623,4.0875,93.23046875
1576227396.8336627,4.0875,93.23046875
1576227406.8378477,4.085,93.23046875
1576227416.8492377,4.0875,93.0703125
1576227426.8578913,4.08625,93.0703125
1576227436.8693962,4.08625,93.0703125
1576227446.8808033,4.08625,93.0703125
1576227456.8922024,4.085,93.0703125
1576227466.9036005,4.085,92.9140625
1576227476.9149883,4.08375,92.9140625
1576227486.926382,4.085,92.9140625
1576227496.9278119,4.0825,92.9140625
1576227506.9391894,4.08375,92.75390625
1576227516.9477818,4.07125,92.75390625
1576227526.9590697,4.085,92.75390625
1576227536.9704564,4.085,92.75390625
1576227546.9778292,4.08375,92.75390625
1576227556.9891777,4.08375,92.59765625
1576227567.0005438,4.08125,92.59765625
1576227577.0118463,4.0825,92.59765625
1576227587.0232658,4.0825,92.59765625
1576227597.0346658,4.0825,92.4375
1576227607.0377872,4.0825,92.4375
1576227617.0490901,4.0825,92.4375
1576227627.0605068,4.0825,92.4375
1576227637.0718966,4.08125,92.4375
1576227647.0832903,4.0825,92.28125
1576227657.0946972,4.0825,92.28125
1576227667.1060867,4.0825,92.28125
1576227677.1077867,4.07,92.28125
1576227687.1190677,4.08125,92.12109375
1576227697.1304388,4.08,92.12109375
1576227707.141728,4.07875,92.12109375
1576227717.1479228,4.08,92.12109375
1576227727.1593697,4.08,92.12109375
1576227737.170762,4.08,91.96484375
1576227747.1821477,4.08,91.96484375
1576227757.1935346,4.08,91.96484375
1576227767.2049232,4.0775,91.96484375
1576227777.2163053,4.08,91.8046875
1576227787.2276967,4.07875,91.8046875
1576227797.2391508,4.08,91.8046875
1576227807.2478006,4.07875,91.8046875
1576227817.259096,4.07875,91.8046875
1576227827.2695954,4.07875,91.6484375
1576227837.2795725,4.065,91.6484375
1576227847.2897224,4.0775,91.6484375
1576227857.2997804,4.07625,91.6484375
1576227867.309787,4.0775,91.6484375
1576227877.3198922,4.0775,91.48828125
1576227887.3299065,4.0775,91.48828125
1576227897.3381286,4.0775,91.48828125
1576227907.3481753,4.0775,91.48828125
1576227917.3582256,4.0775,91.48828125
1576227927.378835,4.0775,91.33203125
1576227937.3906002,4.07625,91.33203125
1576227947.4019556,4.075,91.33203125
1576227957.4132442,4.0775,91.33203125
1576227967.4178305,4.075,91.33203125
1576227977.4278286,4.07625,91.171875
1576227987.4392405,4.075,91.171875
1576227997.4506016,4.0625,91.171875
1576228007.4578788,4.075,91.171875
1576228017.4729762,4.075,91.171875
1576228027.4843895,4.075,91.015625
1576228037.4957058,4.0725,91.015625
1576228047.50715,4.075,91.015625
1576228057.5185423,4.0725,91.015625
1576228067.5299273,4.075,90.85546875
1576228077.54129,4.07375,90.85546875
1576228087.5525763,4.0725,90.85546875
1576228097.5578222,4.075,90.85546875
1576228107.5691183,4.0725,90.85546875
1576228117.577832,4.07375,90.85546875
1576228127.5892155,4.0725,90.69921875
1576228137.6005855,4.07375,90.69921875
1576228147.6119616,4.0725,90.69921875
1576228157.6233125,4.06,90.69921875
1576228167.6345973,4.0725,90.69921875
1576228177.6378222,4.0725,90.5390625
1576228187.6492026,4.0675,90.5390625
1576228197.660508,4.0725,90.5390625
1576228207.6679432,4.0725,90.5390625
1576228217.6778214,4.0725,90.5390625
1576228227.6892068,4.0725,90.3828125
1576228237.7005973,4.0725,90.3828125
1576228247.7119775,4.0725,90.3828125
1576228257.7233682,4.07,90.3828125
1576228267.7347543,4.0725,90.3828125
1576228277.7461052,4.07,90.22265625
1576228287.757399,4.07125,90.22265625
1576228297.7687922,4.07125,90.22265625
1576228307.7801788,4.07125,90.22265625
1576228317.7915342,4.06,90.22265625
1576228327.8028057,4.07125,90.06640625
1576228337.8141906,4.07125,90.06640625
1576228347.8178537,4.065,90.06640625
1576228357.8291793,4.07,90.06640625
1576228367.8405588,4.06875,90.06640625
1576228377.8519409,4.07,90.06640625
1576228387.857828,4.07,89.90625
1576228397.8692112,4.07,89.90625
1576228407.8778124,4.07,89.90625
1576228417.889186,4.07,89.90625
1576228427.8978708,4.07,89.90625
1576228437.9093368,4.07,89.75
1576228447.9207087,4.07,89.75
1576228457.9278157,4.07,89.75
1576228467.9391866,4.06875,89.75
1576228477.9505324,4.06625,89.75
1576228487.961823,4.07,89.75
1576228497.9731975,4.0675,89.58984375
1576228507.977831,4.0575,89.58984375
1576228517.9878263,4.06875,89.58984375
1576228527.999203,4.0675,89.58984375
1576228538.0078192,4.06875,89.58984375
1576228548.0192046,4.0675,89.43359375
1576228558.0305974,4.0675,89.43359375
1576228568.0419908,4.06625,89.43359375
1576228578.0533721,4.0675,89.43359375
1576228588.0578315,4.06625,89.43359375
1576228598.0678222,4.0675,89.43359375
1576228608.0791876,4.0675,89.2734375
1576228618.0904634,4.065,89.2734375
1576228628.1018982,4.0675,89.2734375
1576228638.113308,4.0625,89.2734375
1576228648.1245968,4.0675,89.2734375
1576228658.1359801,4.065,89.2734375
1576228668.1379077,4.06125,89.1171875
1576228678.1492374,4.06625,89.1171875
1576228688.1606228,4.0675,89.1171875
1576228698.1719856,4.06375,89.1171875
1576228708.1778243,4.06625,89.1171875
1576228718.1879084,4.06625,88.95703125
1576228728.199343,4.06625,88.95703125
1576228738.2078226,4.06625,88.95703125
1576228748.2178357,4.06625,88.95703125
1576228758.2292364,4.06625,88.95703125
1576228768.2406282,4.06375,88.95703125
1576228778.252022,4.065,88.80078125
1576228788.2578256,4.06375,88.80078125
1576228798.2691996,4.0625,88.80078125
1576228808.2777836,4.065,88.80078125
1576228818.2878234,4.065,88.80078125
1576228828.2978306,4.0525,88.80078125
1576228838.3091526,4.065,88.640625
1576228848.32053,4.065,88.640625
1576228858.3319068,4.0625,88.640625
1576228868.3432896,4.065,88.640625
1576228878.3546703,4.0625,88.640625
1576228888.3660467,4.065,88.640625
1576228898.3678145,4.065,88.5
1576228908.3778358,4.065,88.5
1576228918.3878853,4.065,88.5
1576228928.399302,4.06125,88.5
1576228938.4078207,4.06375,88.5
1576228948.4178228,4.0625,88.5
1576228958.4278169,4.06125,88.35546875
1576228968.4378157,4.0625,88.35546875
1576228978.4492185,4.06375,88.35546875
1576228988.45781,4.0475,88.35546875
1576228998.469077,4.06375,88.35546875
1576229008.4778225,4.06375,88.35546875
1576229018.489195,4.0625,88.2109375
1576229028.5005674,4.0625,88.2109375
1576229038.5119476,4.0625,88.2109375
1576229048.5233338,4.0625,88.2109375
1576229058.534719,4.06125,88.2109375
1576229068.5460997,4.0625,88.2109375
1576229078.5574799,4.06,88.06640625
1576229088.5688589,4.0625,88.06640625
1576229098.5778189,4.0625,88.06640625
1576229108.5892065,4.0625,88.06640625
1576229118.597883,4.06,88.06640625
1576229128.6093082,4.0625,88.06640625
1576229138.6206827,4.0625,87.92578125
1576229148.6320906,4.04625,87.92578125
1576229158.643401,4.0625,87.92578125
1576229168.6547847,4.06,87.92578125
1576229178.6661654,4.0625,87.92578125
1576229188.6775467,4.0625,87.92578125
1576229198.6889353,4.0625,87.78125
1576229208.697889,4.06125,87.78125
1576229218.709277,4.06125,87.78125
1576229228.7178233,4.06125,87.78125
1576229238.729199,4.06125,87.78125
1576229248.7405708,4.06,87.78125
1576229258.751925,4.0575,87.78125
1576229268.7631981,4.06,87.63671875
1576229278.7745862,4.05625,87.63671875
1576229288.7859797,4.06,87.63671875
1576229298.7878206,4.06,87.63671875
1576229308.7978473,4.0475,87.63671875
1576229318.8091388,4.06,87.63671875
1576229328.820519,4.06,87.4921875
1576229338.8318949,4.06,87.4921875
1576229348.8432763,4.0575,87.4921875
1576229358.8546612,4.06,87.4921875
1576229368.866039,4.0575,87.4921875
1576229378.8774283,4.06,87.4921875
1576229388.8878174,4.06,87.4921875
1576229398.899201,4.06,87.3515625
1576229408.907942,4.06,87.3515625
1576229418.9193497,4.0575,87.3515625
1576229428.9307308,4.06,87.3515625
1576229438.9420984,4.055,87.3515625
1576229448.9534829,4.06,87.3515625
1576229458.9648817,4.0575,87.3515625
1576229468.9678679,4.04625,87.20703125
1576229478.9791338,4.05875,87.20703125
1576229488.9905286,4.05875,87.20703125
