ts,voltage,capacity
1583308564.6189475,4.15,95.4453125
1583308574.6302187,4.1225,95.4453125
1583308584.641596,4.12,95.28515625
1583308594.6529527,4.12,95.28515625
1583308604.6562934,4.12,95.28515625
1583308614.6675699,4.1175,95.28515625
1583308624.6789365,4.11875,95.28515625
1583308634.690291,4.1175,95.28515625
1583308644.7016635,4.1175,95.12890625
1583308654.713026,4.115,95.12890625
1583308664.7243776,4.11625,95.12890625
1583308674.7263222,4.11625,95.12890625
1583308684.7377036,4.115,95.12890625
1583308694.7490532,4.1125,95.12890625
1583308704.7603118,4.115,95.12890625
1583308714.7664444,4.11375,94.96875
1583308724.7778342,4.11375,94.96875
1583308734.789191,4.1125,94.96875
1583308744.8005416,4.11,94.96875
1583308754.811841,4.1125,94.96875
1583308764.8232098,4.11,94.96875
1583308774.8345861,4.1125,94.8125
1583308784.8459713,4.11,94.8125
1583308794.8573282,4.11,94.8125
1583308804.8662887,4.11,94.8125
1583308814.8775628,4.1075,94.8125
1583308824.8889236,4.11,94.8125
1583308834.900279,4.1075,94.65234375
1583308844.9116344,4.10875,94.65234375
1583308854.9229696,4.10625,94.65234375
1583308864.9342284,4.1075,94.65234375
1583308874.945573,4.105,94.65234375
1583308884.9568434,4.1075,94.49609375
1583308894.966321,4.105,94.49609375
1583308904.9776652,4.1075,94.49609375
1583308914.986388,4.1075,94.49609375
1583308924.997793,4.10375,94.49609375
1583308935.009144,4.105,94.49609375
1583308945.0204766,4.1025,94.3359375
1583308955.0317314,4.105,94.3359375
1583308965.0430963,4.1025,94.3359375
1583308975.0544782,4.105,94.3359375
1583308985.065882,4.105,94.3359375
1583308995.0772743,4.10375,94.1796875
1583309005.0864313,4.10375,94.1796875
1583309015.0978012,4.10375,94.1796875
1583309025.1091685,4.1025,94.1796875
1583309035.1204517,4.1,94.1796875
1583309045.1240797,4.1025,94.1796875
1583309055.1259577,4.1,94.01953125
1583309065.1278234,4.1025,94.01953125
1583309075.1391952,4.1,94.01953125
1583309085.1463356,4.10125,94.01953125
1583309095.1563418,4.1,94.01953125
1583309105.1677392,4.1,93.86328125
1583309115.1791334,4.1,93.86328125
1583309125.1904926,4.1,93.86328125
1583309135.201893,4.1,93.86328125
1583309145.2133296,4.0975,93.86328125
1583309155.2247448,4.1,93.703125
1583309165.2263298,4.0975,93.703125
1583309175.237703,4.0975,93.703125
1583309185.2490737,4.09875,93.703125
1583309195.2604644,4.095,93.703125
1583309205.2664604,4.0975,93.703125
1583309215.2778451,4.0975,93.546875
1583309225.289215,4.0975,93.546875
1583309235.3005872,4.095,93.546875
1583309245.3119545,4.0975,93.546875
1583309255.3233304,4.095,93.546875
1583309265.3347118,4.09625,93.38671875
1583309275.3460934,4.095,93.38671875
1583309285.3574893,4.095,93.38671875
1583309295.3663363,4.095,93.38671875
1583309305.3777282,4.0925,93.38671875
1583309315.3891077,4.095,93.23046875
1583309325.4004872,4.09375,93.23046875
1583309335.4118693,4.095,93.23046875
1583309345.4232461,4.0925,93.23046875
1583309355.434615,4.09,93.23046875
1583309365.4443562,4.0925,93.23046875
1583309375.446677,4.09375,93.0703125
1583309385.4581697,4.09375,93.0703125
1583309395.46955,4.09375,93.0703125
1583309405.486321,4.0925,93.0703125
1583309415.4977167,4.0925,93.0703125
1583309425.5091178,4.0925,92.9140625
1583309435.520497,4.09,92.9140625
1583309445.531875,4.0925,92.9140625
1583309455.5432167,4.08875,92.9140625
1583309465.5544817,4.0925,92.9140625
1583309475.5658753,4.09,92.75390625
1583309485.5772595,4.09,92.75390625
